시군구,행정동,합계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상
성동구,성수1가1동,15202,373,384,387,469,790,1290,1620,1294,1090,860,1255,1427,1354,1088,595,418,297,149,51,9,2
성동구,성수1가2동,11696,290,271,316,374,604,1052,1224,1082,844,816,945,855,866,802,501,383,278,145,38,10,-
성동구,성수2가1동,14158,255,253,332,376,600,1089,1316,1045,959,834,1157,1264,1559,1231,741,517,387,171,62,10,-
성동구,성수2가3동,9643,199,196,239,255,493,971,1112,725,699,592,733,743,764,649,453,352,268,154,37,7,2
성동구,송정동,9453,140,180,219,237,474,890,925,645,643,614,773,851,894,772,469,350,225,111,35,6,-
성동구,용답동,12055,117,137,204,274,811,1819,1511,784,655,681,862,975,864,777,511,455,361,193,50,12,2
광진구,소계,331963,5835,8263,10915,12071,21759,35128,32184,23170,23805,22724,26598,25665,24512,21517,14067,10657,7558,3911,1269,308,47
광진구,화양동,22880,136,142,186,415,4279,5725,3340,1515,1069,892,986,927,822,769,614,481,332,193,44,11,2
광진구,군자동,18729,233,343,437,474,1544,2555,2096,1335,1276,1095,1278,1272,1380,1179,791,636,502,219,68,11,5
광진구,중곡1동,15111,253,248,323,314,802,1872,1906,1194,1050,885,1085,1190,1141,1032,660,530,378,175,59,13,1
광진구,중곡2동,20172,284,477,578,618,1046,2123,2175,1453,1435,1252,1579,1650,1670,1407,947,727,470,205,60,16,-
광진구,중곡3동,15379,258,266,350,394,728,1481,1620,1120,984,965,1238,1339,1363,1202,743,631,438,203,42,14,-
광진구,중곡4동,27284,436,491,710,891,1379,2287,2374,1742,1705,1702,2289,2663,2594,2221,1480,1100,735,351,102,26,6
광진구,능동,10903,195,203,232,240,674,1479,1474,956,877,712,733,698,647,622,408,343,259,117,29,5,-
광진구,광장동,33788,661,1714,2714,2518,1933,1812,1561,1825,3105,3508,3556,2495,1987,1632,1029,640,539,373,135,47,4
광진구,자양1동,21762,267,382,579,738,1322,2578,2362,1524,1515,1504,1659,1705,1634,1433,914,729,560,257,74,25,1
광진구,자양2동,23381,514,607,782,832,1115,1954,2078,1749,1687,1691,1904,1917,1930,1756,1165,772,553,260,91,21,3
광진구,자양3동,27010,778,1017,1148,1201,1535,1870,1894,1928,2119,2008,2333,2162,2070,1852,1140,789,572,374,175,36,9
광진구,자양4동,19651,348,358,370,456,1048,2047,2082,1403,1338,1112,1531,1574,1700,1497,1065,793,543,266,94,23,3
광진구,구의1동,22961,347,429,519,643,1526,3168,2776,1771,1671,1479,1770,1673,1542,1318,820,681,486,246,76,16,4
광진구,구의2동,25295,479,731,931,1113,1305,1846,2012,1598,1926,1892,2221,2209,2026,1822,1155,959,611,338,100,13,8
광진구,구의3동,27657,646,855,1056,1224,1523,2331,2434,2057,2048,2027,2436,2191,2006,1775,1136,846,580,334,120,31,1
동대문구,소계,338735,7493,9681,10679,11591,25034,30509,27501,22644,24739,22514,26515,25399,25122,23500,16305,13056,9682,4849,1552,320,50
동대문구,용신동,38619,836,998,939,940,2612,4293,4082,3120,3023,2418,2933,2790,2764,2346,1587,1258,972,518,152,34,4
동대문구,제기동,22895,346,366,488,658,1938,2412,1793,1286,1260,1236,1664,1761,1842,1868,1336,1129,883,461,141,23,4
동대문구,전농1동,32864,827,1079,1047,1069,2253,2707,2568,2178,2512,2251,2775,2631,2541,2245,1444,1215,850,475,164,27,6
동대문구,전농2동,17664,386,528,714,763,922,990,1085,1033,1229,1325,1601,1484,1496,1371,969,754,592,314,86,19,3
동대문구,답십리1동,27835,950,1208,1051,870,1468,2273,2562,2375,2625,2007,2019,1942,1891,1645,1044,861,626,298,101,15,4
동대문구,답십리2동,27059,721,758,794,871,1240,1738,2216,2053,1928,1724,2179,2268,2344,2094,1518,1123,894,431,134,30,1
동대문구,장안1동,37110,846,1082,1251,1230,1715,2924,3228,2736,3045,2843,2986,2780,2940,2751,1891,1407,912,381,135,20,7
동대문구,장안2동,32917,995,1426,1494,1376,1540,2155,2420,2407,3022,2689,2651,2382,2290,2241,1500,1138,734,323,117,15,2
동대문구,청량리동,18473,232,322,400,477,900,1274,1190,965,1068,1004,1400,1556,1822,1951,1354,1064,850,422,171,47,4
동대문구,회기동,10229,109,173,298,379,1786,1587,949,546,561,566,662,533,500,458,345,303,265,143,49,14,3
동대문구,휘경1동,13427,273,336,321,443,1838,1791,1172,845,873,701,919,927,782,679,517,439,326,176,52,14,3
동대문구,휘경2동,24067,372,531,755,1077,2780,2902,1925,1257,1433,1524,1869,1677,1514,1461,1095,875,586,317,92,22,3
동대문구,이문1동,16546,204,309,407,629,2785,2183,1155,730,853,902,1171,1077,982,954,671,606,542,286,76,20,4
동대문구,이문2동,19030,396,565,720,809,1257,1280,1156,1113,1307,1324,1686,1591,1414,1436,1034,884,650,304,82,20,2
중랑구,소계,379274,7965,9828,11259,12009,18237,29309,32496,25766,27100,24710,30618,32741,33937,30245,20160,15074,10623,5121,1638,378,60
중랑구,면목2동,23237,342,499,622,676,1004,1708,1888,1483,1552,1560,1931,2297,2334,1935,1264,970,694,343,104,27,4
중랑구,면목4동,17900,339,441,533,540,809,1277,1293,1164,1315,1254,1532,1594,1551,1436,1041,877,604,215,64,18,3
중랑구,면목5동,14208,506,631,483,407,571,849,1087,1172,1353,960,1206,1152,1150,1042,636,473,327,152,38,13,-
중랑구,면목본동,32345,502,611,693,797,1597,2956,3189,2220,2142,1984,2774,3013,2940,2464,1697,1285,913,421,126,19,2
중랑구,면목7동,20974,477,491,480,531,946,1597,1807,1468,1436,1327,1657,1855,1947,1750,1270,921,619,263,109,22,1
중랑구,면목3.8동,23884,393,459,504,640,1178,1943,1950,1510,1561,1494,1967,2228,2279,2132,1379,1058,718,361,100,27,3
중랑구,상봉1동,22837,599,763,850,832,1117,1566,1865,1610,1705,1435,1821,1994,2104,1786,1048,813,560,271,77,20,1
중랑구,상봉2동,20842,401,253,306,383,1216,3093,3103,1830,1340,1119,1398,1474,1499,1223,843,622,457,203,64,10,5
중랑구,중화1동,18312,383,432,527,587,806,1334,1650,1302,1327,1166,1372,1491,1697,1575,1074,755,531,224,61,15,3
중랑구,중화2동,23461,357,410,442,499,1080,1960,2114,1487,1506,1404,1873,2275,2380,2071,1314,997,785,376,112,18,1
중랑구,묵1동,33310,579,1006,1384,1455,1962,2491,2534,2042,2432,2549,2954,2541,2635,2332,1676,1271,869,438,129,27,4
중랑구,묵2동,17921,320,411,462,546,905,1390,1467,1134,1284,1220,1520,1534,1595,1444,1090,718,543,249,70,16,3
중랑구,망우본동,38193,1276,1439,1087,1110,1638,2704,3533,3097,3090,2381,2780,2949,3263,2979,1845,1356,951,485,175,44,11
중랑구,망우3동,15396,213,282,364,457,721,1098,1097,847,989,909,1326,1600,1595,1441,908,701,485,231,104,26,2
중랑구,신내1동,37124,880,1164,1877,1844,1823,2201,2459,2149,2699,2629,2927,3129,3314,2897,1895,1456,996,538,189,48,10
중랑구,신내2동,19330,398,536,645,705,864,1142,1460,1251,1369,1319,1580,1615,1654,1738,1180,801,571,351,116,28,7
성북구,소계,421560,9246,13249,16128,17845,30939,32560,29408,26424,30677,30220,37584,33181,30746,27905,19120,15624,12010,6174,1974,481,65
성북구,성북동,15827,294,299,452,545,1036,1417,1475,1075,1067,1051,1419,1302,1182,985,684,592,507,302,102,35,6
성북구,삼선동,21913,291,435,642,906,1934,2193,1713,1337,1398,1448,2038,1749,1540,1352,890,857,685,373,99,28,5
성북구,동선동,14920,147,229,288,499,2450,2275,1432,990,880,820,1041,849,763,682,468,459,385,179,63,16,5
성북구,돈암1동,14033,312,319,452,540,866,937,981,872,894,850,1254,1267,1208,1123,758,600,447,256,79,16,2
성북구,돈암2동,23232,581,961,1240,1289,1320,1310,1318,1416,1805,1943,2357,1991,1711,1389,927,679,535,302,121,34,3
성북구,안암동,15250,148,220,232,519,2927,2700,1376,757,710,682,935,979,810,695,503,427,356,189,65,19,1
성북구,보문동,16019,395,489,453,505,1069,1477,1486,1276,1216,1049,1387,1295,1137,961,630,536,378,198,67,13,2
성북구,정릉1동,17617,475,663,774,820,1122,1042,1103,1169,1397,1355,1680,1269,1243,1109,825,690,529,250,86,16,-
성북구,정릉2동,22135,502,624,681,838,1333,1582,1511,1427,1535,1446,2034,1783,1823,1705,1182,903,719,365,108,31,3
성북구,정릉3동,14161,177,205,297,511,1940,1465,1024,678,708,710,1050,1054,1030,1058,736,628,507,272,81,28,2
성북구,정릉4동,23850,507,592,876,978,1548,1480,1487,1358,1647,1743,2228,2031,1929,1792,1288,1027,801,384,121,29,4
성북구,길음1동,35547,988,1824,2707,2388,2012,1539,1636,2143,3394,3701,3783,2388,1879,1744,1134,1007,768,364,119,25,4
성북구,길음2동,21394,739,1200,1020,1038,1220,1171,1211,1544,1972,1837,2072,1609,1389,1216,846,602,396,217,73,20,2
성북구,종암동,37051,761,1164,1555,1699,2532,2696,2343,2176,2703,2771,3330,2979,2750,2507,1632,1408,1080,664,235,57,9
성북구,월곡1동,25182,638,893,1124,1199,1318,1342,1594,1591,1974,1986,2273,1998,1879,1869,1251,998,777,353,101,20,4
성북구,월곡2동,18693,325,388,555,738,1573,1834,1447,1117,1163,1196,1512,1409,1426,1303,919,769,572,317,104,24,2
성북구,장위1동,23048,495,835,844,860,1258,1620,1636,1453,1699,1638,1984,2119,1994,1679,1132,785,624,293,85,15,-
성북구,장위2동,12856,200,230,338,371,639,1032,1043,774,782,787,1050,1106,1130,1078,838,665,475,223,80,13,2
성북구,장위3동,15384,559,841,694,576,966,899,1013,1200,1477,1099,1311,1245,1047,934,586,438,300,139,46,13,1
성북구,석관동,33448,712,838,904,1026,1876,2549,2579,2071,2256,2108,2846,2759,2876,2724,1891,1554,1169,534,139,29,8
강북구,소계,283597,4189,6365,8573,9832,15996,20206,19307,15295,18679,19268,25109,24624,24927,23150,16766,13953,10529,5030,1405,350,44
강북구,삼양동,23945,446,617,730,909,1344,1512,1550,1300,1683,1636,2230,2197,2119,1924,1364,1099,792,376,87,28,2
강북구,미아동,20556,197,301,464,596,1507,1864,1617,1080,1248,1257,1686,1765,1898,1702,1208,926,751,367,103,17,2
강북구,송중동,27896,521,632,823,942,1555,2009,1982,1642,1938,1910,2465,2352,2473,2245,1687,1247,918,411,115,26,3
강북구,송천동,23365,257,380,539,688,1127,1551,1519,1230,1421,1462,2024,2246,2373,2238,1516,1294,900,456,111,27,6
강북구,삼각산동,30257,784,1273,1861,1853,1738,1486,1404,1715,2510,2785,3258,2423,1978,1741,1257,978,707,365,116,24,1
강북구,번1동,16236,168,250,331,454,1092,1574,1387,991,1148,1119,1414,1340,1317,1161,860,769,527,254,56,20,4
강북구,번2동,14573,158,268,369,418,677,1007,946,610,882,980,1242,1247,1352,1349,992,958,716,294,91,14,3
강북구,번3동,16016,259,349,533,546,725,851,869,728,909,1032,1433,1278,1396,1359,1152,1204,923,339,98,29,4
강북구,수유1동,19584,245,403,529,638,1096,1546,1536,1094,1255,1270,1545,1711,1798,1663,1165,918,687,341,115,29,-
강북구,수유2동,20225,298,458,527,634,1089,1315,1301,1023,1226,1352,1744,1804,1879,1789,1269,1045,865,450,110,43,4
강북구,수유3동,22759,180,322,406,569,1701,2333,2040,1374,1396,1371,1927,1957,1935,1752,1234,1009,753,371,103,22,4
강북구,우이동,19604,306,445,566,625,1012,1229,1263,1020,1228,1274,1716,1776,1763,1688,1244,1016,858,417,122,31,5
강북구,인수동,28581,370,667,895,960,1333,1929,1893,1488,1835,1820,2425,2528,2646,2539,1818,1490,1132,589,178,40,6
도봉구,소계,303228,5191,7776,10248,11349,15635,20017,20270,17135,20367,20376,26503,26789,27423,26051,17381,13303,10013,5265,1676,399,61
도봉구,창1동,23739,402,624,920,939,1255,1625,1623,1485,1696,1717,2227,1998,1915,1846,1190,956,756,403,125,32,5
도봉구,창2동,27686,496,729,905,1008,1454,2016,2073,1712,1965,1894,2417,2434,2430,2141,1473,1111,826,454,119,26,3
도봉구,창3동,12912,142,306,413,457,621,807,774,647,846,951,1178,1245,1246,1094,785,605,521,204,61,6,3
도봉구,창4동,26295,563,768,1001,1225,1607,1828,1928,1573,1896,1886,2419,2290,2175,1949,1113,857,624,401,160,29,3
도봉구,창5동,23623,468,601,765,908,1347,1701,1845,1563,1570,1459,2062,2137,2052,1863,1232,863,649,385,116,30,7
도봉구,도봉1동,19603,204,320,457,475,793,1175,1144,867,1161,1185,1663,1765,1970,2011,1526,1323,942,447,139,33,3
도봉구,도봉2동,25994,621,733,638,756,1014,1553,1749,1587,1811,1582,1976,2117,2347,2548,1841,1403,973,536,150,51,8
도봉구,쌍문1동,20581,321,503,640,722,1249,1407,1312,1059,1250,1401,1847,1804,1843,1740,1164,965,812,400,108,29,5
도봉구,쌍문2동,17617,300,414,491,596,895,1137,1225,999,1242,1148,1489,1599,1611,1613,1027,786,553,328,129,31,4
도봉구,쌍문3동,16154,282,321,395,490,859,1369,1331,1015,1131,1041,1325,1373,1382,1258,915,742,578,259,70,14,4
도봉구,쌍문4동,17866,323,546,873,914,955,1049,1099,1020,1262,1293,1602,1523,1653,1505,890,553,447,247,87,24,1
도봉구,방학1동,27240,386,667,926,1049,1450,1844,1695,1343,1727,1829,2436,2548,2583,2379,1584,1290,908,438,120,32,6
도봉구,방학2동,18085,229,344,544,599,863,1129,1069,873,1055,1145,1628,1811,1789,1708,1190,913,748,332,96,20,-
도봉구,방학3동,25833,454,900,1280,1211,1273,1377,1403,1392,1755,1845,2234,2145,2427,2396,1451,936,676,431,196,42,9
노원구,소계,491247,10042,14450,20858,24558,32128,32019,32074,28724,34670,37231,45518,40312,38196,35126,23896,17946,13125,7157,2542,579,96
노원구,월계1동,20318,383,428,624,837,1963,1578,1273,1062,1257,1459,1705,1579,1555,1534,1118,920,605,328,86,20,4
노원구,월계2동,25179,551,712,847,987,1268,1345,1414,1358,1767,1846,2163,2118,2202,2269,1683,1163,855,401,187,35,8
노원구,월계3동,28257,771,828,884,922,1295,1708,2156,2084,2170,1828,2281,2201,2258,2310,1678,1289,906,478,166,39,5
노원구,공릉1동,35551,530,768,1050,1304,3286,3320,2713,2140,2435,2348,2687,2741,2769,2684,1946,1251,945,443,153,29,9
노원구,공릉2동,41322,1143,1595,1908,2142,3857,2991,2789,2726,3233,3137,3555,2920,2761,2471,1582,1141,766,431,139,33,2
노원구,하계1동,25747,322,489,903,1753,2685,1895,1457,1151,1330,1744,2530,2215,2140,1820,1195,886,652,397,145,30,8
노원구,하계2동,20868,394,741,1110,1266,1213,1223,1240,1186,1523,1768,2035,1747,1684,1289,826,697,489,320,94,23,-
노원구,중계본동,22606,260,823,1947,2172,1583,1241,881,765,1622,2443,2698,1881,1541,1065,599,435,353,200,77,18,2
노원구,중계1동,26153,318,1320,2688,2486,1564,1084,795,1003,2488,3120,3164,1793,1415,1154,628,467,367,205,83,8,3
노원구,중계4동,18863,266,551,832,1042,1114,1060,934,833,1210,1498,1985,1662,1498,1309,1008,919,658,326,118,37,3
노원구,중계2.3동,31733,598,789,1104,1378,1673,1791,2067,1833,2078,2346,3011,2492,2480,2496,1829,1591,1218,663,239,52,5
노원구,상계1동,36418,634,1015,1253,1564,2003,2363,2281,2055,2441,2394,3282,3325,3393,3146,2016,1424,1043,554,170,56,6
노원구,상계2동,18837,270,349,623,885,1302,1468,1228,920,1087,1307,1835,1821,1758,1444,951,671,524,263,101,25,5
노원구,상계3.4동,27152,502,842,968,1088,1449,1543,1379,1399,1808,1864,2534,2450,2431,2312,1605,1282,1012,518,142,17,7
노원구,상계5동,22578,311,430,690,911,1228,1502,1452,1128,1264,1538,2151,2154,2081,1870,1328,1070,832,433,153,43,9
노원구,상계6.7동,31000,801,919,1169,1331,1674,2205,2563,2268,2255,2272,2866,2583,2365,2054,1332,971,688,444,179,54,7
노원구,상계8동,21533,1051,750,877,779,971,1274,2621,2179,1899,1566,1620,1451,1117,1218,818,584,390,247,103,15,3
노원구,상계9동,19223,407,521,719,910,1060,1219,1351,1284,1393,1424,1800,1687,1423,1434,991,678,488,280,121,29,4
노원구,상계10동,17909,530,580,662,801,940,1209,1480,1350,1410,1329,1616,1492,1325,1247,763,507,334,226,86,16,6
은평구,소계,460919,9289,12767,16268,18031,24243,35043,36889,29432,33951,33276,40570,37028,36344,33113,22963,18502,13534,7049,2095,463,69
은평구,녹번동,35578,881,1001,1064,1005,1692,2579,3064,2491,2768,2449,2964,2820,2862,2586,1887,1539,1124,581,175,43,3
은평구,불광1동,37311,772,890,1121,1174,1802,2876,3015,2387,2522,2526,3167,3148,3238,2875,1934,1628,1270,696,220,45,5
은평구,불광2동,26566,301,423,594,770,1353,2310,2312,1491,1672,1632,2206,2360,2438,2217,1590,1275,1002,471,118,27,4
은평구,갈현1동,14180,149,259,423,481,770,1230,1225,831,920,923,1281,1154,1208,1165,766,644,446,216,71,15,3
은평구,갈현2동,27308,312,615,928,1190,1582,2239,2045,1550,1845,1994,2556,2392,2263,1996,1335,1142,773,419,107,24,1
은평구,구산동,31045,413,718,1077,1335,1748,2254,2167,1598,2111,2161,2949,2727,2783,2415,1674,1299,944,499,136,34,3
은평구,대조동,27248,388,435,606,730,1588,3264,3333,1876,1735,1675,2052,1987,1990,1766,1245,1149,844,448,109,23,5
은평구,응암1동,32175,847,1125,1216,1295,1714,2438,2676,2442,2660,2503,2712,2481,2161,1981,1341,1180,810,440,121,25,7
은평구,응암2동,27142,1077,1465,1538,1133,1074,1297,1781,2257,2931,2540,2281,1770,1566,1526,1059,820,584,317,102,20,4
은평구,응암3동,23196,278,370,558,637,1168,1952,1918,1347,1524,1429,1962,1853,2009,1907,1424,1203,961,501,153,37,5
은평구,역촌동,43953,692,1004,1445,1590,2190,3388,3513,2614,3325,3255,3893,3632,3707,3225,2372,1865,1354,666,185,32,6
은평구,신사1동,26030,429,636,783,944,1385,2029,2050,1662,1843,1801,2254,2193,2207,2074,1331,1118,784,370,113,20,4
은평구,신사2동,18710,320,455,608,691,927,1352,1505,1137,1347,1292,1573,1546,1606,1555,1099,736,544,296,97,18,6
은평구,증산동,15850,426,502,489,654,893,1066,1226,1058,1156,1058,1494,1262,1227,1165,824,611,441,221,54,20,3
은평구,수색동,21124,923,883,643,785,1181,1386,1891,1817,1688,1363,1930,1707,1503,1294,794,554,423,236,97,25,1
은평구,진관동,53503,1081,1986,3175,3617,3176,3383,3168,2874,3904,4675,5296,3996,3576,3366,2288,1739,1230,672,237,55,9
서대문구,소계,302853,7070,9337,10614,11097,20647,26175,24263,20558,22252,20559,25118,23404,22074,19677,13340,11075,8764,4913,1495,352,69
서대문구,천연동,16522,481,516,528,675,854,1036,1196,1169,1178,1158,1502,1370,1371,1086,768,641,528,338,104,20,3
서대문구,북아현동,15385,576,670,517,460,754,1128,1418,1390,1404,1052,1258,1218,1073,872,556,403,359,204,53,18,2
서대문구,충현동,19445,407,552,619,631,1036,1803,1952,1400,1482,1258,1534,1567,1495,1312,815,640,487,295,120,33,7
서대문구,신촌동,20266,241,182,381,516,3826,4638,2541,1196,1000,877,981,916,780,629,465,424,357,224,64,23,5
서대문구,연희동,33637,457,706,870,1114,3024,4384,3219,2131,2271,2079,2571,2337,2149,1958,1352,1210,1024,531,201,40,9
서대문구,홍제1동,24558,636,723,807,858,1351,1627,1875,1707,1782,1674,2240,2015,1967,1781,1236,945,772,407,117,34,4
서대문구,홍제3동,17447,423,525,491,572,963,1194,1237,1174,1202,1031,1511,1542,1376,1317,918,795,664,396,90,23,3
서대문구,홍제2동,12349,300,290,349,444,637,753,953,894,770,727,1080,1124,1165,981,605,546,414,232,69,13,3
서대문구,홍은1동,22034,543,656,689,791,1140,1374,1538,1443,1578,1463,1903,1926,1884,1755,1151,897,715,425,125,32,6
서대문구,홍은2동,28175,581,806,1009,1119,1846,2108,2111,1833,1944,1936,2479,2319,2261,2022,1285,1071,780,475,152,28,10
서대문구,남가좌1동,16671,656,1172,1170,745,748,752,945,1295,1799,1575,1330,1104,942,817,538,446,358,202,66,8,3
서대문구,남가좌2동,28798,859,1313,1290,1150,1993,1952,1926,2061,2457,2159,2448,2074,1804,1655,1250,1035,783,426,123,32,8
서대문구,북가좌1동,17408,443,620,968,925,877,927,1052,1074,1376,1513,1637,1340,1316,1108,754,638,485,266,73,13,3
서대문구,북가좌2동,30158,467,606,926,1097,1598,2499,2300,1791,2009,2057,2644,2552,2491,2384,1647,1384,1038,492,138,35,3
마포구,소계,361417,8255,11144,12520,13425,22478,34733,35765,28702,29048,26509,30393,25811,23022,19884,13279,11004,8716,4692,1631,359,47
마포구,아현동,29141,1354,1545,1163,971,1228,1824,2907,3013,2990,2202,2232,2018,1809,1471,870,620,500,293,102,25,4
마포구,공덕동,36133,813,932,982,1059,2026,3504,3715,2835,2619,2291,3095,2948,2796,2224,1405,1196,916,592,148,33,4
마포구,도화동,20505,566,640,721,699,992,1494,1875,1717,1544,1313,1662,1614,1623,1362,883,710,567,358,131,33,1
마포구,용강동,21269,638,1150,1242,960,829,1138,1592,1813,2176,2008,1842,1406,1246,1069,699,567,483,259,116,33,3
마포구,대흥동,14295,229,283,347,517,1543,2067,1455,989,975,919,1121,936,868,672,468,327,334,167,63,10,5
마포구,염리동,16836,466,785,972,765,987,1316,1422,1255,1636,1509,1429,1136,919,738,492,399,360,180,61,8,1
마포구,신수동,22161,612,784,767,1004,1494,1805,1702,1682,1779,1637,2133,1719,1402,1241,815,649,531,297,84,21,3
마포구,서강동,24432,616,877,829,806,2030,2644,2156,1887,1966,1692,2037,1734,1530,1195,818,657,523,307,108,20,-
마포구,서교동,23761,261,349,380,596,2086,3548,3276,2102,1834,1525,1719,1387,1239,1048,739,723,505,294,119,30,1
마포구,합정동,16029,266,290,300,396,839,1941,2172,1518,1258,1077,1149,1039,1025,896,613,523,422,200,75,28,2
마포구,망원1동,18751,290,400,459,523,989,1926,2130,1446,1533,1281,1485,1395,1288,1154,803,755,537,263,77,17,-
마포구,망원2동,17528,296,440,609,702,944,1505,1652,1221,1395,1362,1586,1297,1120,1119,785,654,528,223,72,15,3
마포구,연남동,14106,201,242,289,336,1005,1768,1802,1209,1074,949,1066,907,801,806,536,435,381,206,72,15,6
마포구,성산1동,18524,262,373,544,688,1105,1815,1964,1421,1432,1448,1710,1326,1210,1071,750,606,487,224,75,9,4
마포구,성산2동,38519,741,944,1291,1520,2455,4141,4047,2881,2636,2696,3185,2743,2414,2181,1535,1352,1042,485,186,36,8
마포구,상암동,29427,644,1110,1625,1883,1926,2297,1898,1713,2201,2600,2942,2206,1732,1637,1068,831,600,344,142,26,2
양천구,소계,430976,8463,15440,23303,23529,22502,27286,27680,24899,34310,36336,39371,34485,33198,29935,20375,14252,8905,4570,1690,382,65
양천구,목1동,30146,569,1787,2808,2291,1548,1277,1141,1553,3090,3357,3142,2004,1737,1458,968,677,438,205,76,16,4
양천구,목2동,28401,524,702,989,1189,1530,2525,2970,2114,2154,2004,2360,2224,2260,1932,1192,836,512,271,89,20,4
양천구,목3동,20934,479,522,521,714,1046,1911,2143,1581,1580,1312,1644,1691,1740,1570,981,706,414,256,100,20,3
양천구,목4동,24162,296,635,1213,1698,1642,1939,1587,1173,1556,2061,2682,2221,1727,1299,933,720,439,239,84,16,2
양천구,목5동,40624,719,2189,3849,3362,2100,1702,1519,1909,3917,4622,4027,2688,2457,2269,1432,898,473,297,147,43,5
양천구,신월1동,18934,241,346,504,570,777,1284,1301,1077,1247,1318,1613,1729,1998,1883,1236,909,572,235,62,28,4
양천구,신월2동,20561,499,666,831,879,985,1299,1374,1307,1579,1564,1643,1623,1660,1749,1216,880,476,224,86,16,5
양천구,신월3동,14039,280,307,427,457,621,915,1097,766,884,924,1168,1321,1385,1272,871,647,423,207,56,10,1
양천구,신월4동,17126,384,575,762,775,810,1018,980,1024,1345,1319,1439,1367,1456,1413,1004,702,440,204,94,11,4
양천구,신월5동,13887,246,390,528,597,667,1049,1108,839,970,1031,1134,1208,1248,1088,705,519,344,147,60,9,-
양천구,신월6동,13739,605,714,647,607,629,714,962,1243,1374,1000,1100,936,925,899,606,369,256,106,35,8,4
양천구,신월7동,18251,350,347,478,552,735,1185,1346,1109,1206,1140,1480,1637,1821,1729,1221,833,611,335,115,20,1
양천구,신정1동,19584,370,1056,1693,1265,981,962,833,921,1922,1982,1739,1436,1333,1104,816,556,318,187,85,23,2
양천구,신정2동,18576,266,719,1495,1393,1068,920,806,774,1519,1909,1877,1449,1331,1153,753,517,361,167,80,15,4
양천구,신정3동,48617,1179,1631,2246,2782,2938,2991,2999,2779,3427,3862,4798,4274,3737,3316,2242,1605,1054,513,190,47,7
양천구,신정4동,31419,423,599,836,1059,1799,2958,2952,1927,2181,2208,2710,2527,2459,2375,1789,1303,830,358,100,21,5
양천구,신정6동,23958,473,1245,1894,1685,1274,1223,1124,1321,2228,2332,2204,1892,1639,1363,923,547,283,201,83,20,4
양천구,신정7동,28018,560,1010,1582,1654,1352,1414,1438,1482,2131,2391,2611,2258,2285,2063,1487,1028,661,418,148,39,6
강서구,소계,556171,12403,16457,20183,20576,27891,47550,53947,42352,43837,40000,43362,39219,41148,39276,26829,19388,12318,6439,2330,580,86
강서구,염창동,41191,1450,1824,2297,2050,2126,2941,3862,3513,3738,3429,3484,2720,2528,2087,1329,885,517,289,99,20,3
강서구,등촌1동,24997,661,554,494,607,1274,3185,3954,2900,2045,1470,1620,1441,1369,1182,747,572,426,311,139,37,9
강서구,등촌2동,19177,395,482,653,734,1021,1598,1884,1455,1419,1269,1454,1485,1600,1402,979,665,388,200,72,18,4
강서구,등촌3동,29018,653,715,734,812,1192,1820,2504,2103,1952,1637,1992,2201,2827,2823,1822,1282,963,642,261,73,10
강서구,화곡1동,49795,779,998,1015,1152,2525,5873,5977,3981,3748,3265,3612,3534,3653,3548,2502,1828,1103,498,162,34,8
강서구,화곡2동,16843,274,465,589,619,869,1390,1456,1136,1373,1276,1489,1316,1333,1181,834,622,391,169,45,14,2
강서구,화곡3동,20744,344,542,767,791,1061,1757,1693,1272,1496,1492,1623,1509,1609,1792,1207,904,541,234,93,16,1
강서구,화곡4동,19204,300,406,561,604,858,1444,1509,1281,1517,1382,1640,1587,1707,1572,1123,836,529,253,79,15,1
강서구,화곡본동,32186,468,763,1014,1057,1699,3472,3617,2357,2540,2307,2510,2321,2300,2162,1442,1054,664,297,109,25,8
강서구,화곡6동,25663,694,667,611,752,1342,2839,2874,2173,1848,1648,1813,1800,1934,1822,1210,806,475,232,95,23,5
강서구,화곡8동,22750,315,464,601,715,1155,2104,2166,1455,1733,1675,1864,1743,1806,1733,1261,987,628,254,74,16,1
강서구,가양1동,33659,667,603,726,873,2095,5431,5774,3383,2486,1866,2117,1911,1898,1701,883,593,354,208,67,18,5
강서구,가양2동,13185,205,212,185,193,380,821,1207,995,775,549,652,865,1381,1667,1207,813,558,346,138,34,2
강서구,가양3동,13713,390,188,142,211,401,771,1552,1290,1002,724,833,926,1196,1371,1062,753,524,270,77,29,1
강서구,발산1동,35157,827,1345,2334,2362,2190,1966,1907,1894,2753,3320,3513,2634,2345,2088,1354,1118,677,352,143,30,5
강서구,우장산동,43428,968,1905,2651,2734,2561,2497,2571,2573,3764,4186,4161,3078,2771,2564,1904,1339,739,318,115,24,5
강서구,공항동,29463,921,1654,1404,964,1350,2244,2489,2364,2972,2223,2222,1914,1980,1726,1170,853,587,280,105,38,3
강서구,방화1동,41479,1152,1699,2232,2014,2004,2373,2905,2888,3479,3390,3511,2926,3190,2908,1967,1383,807,449,154,41,7
강서구,방화2동,22848,436,477,587,640,1020,1921,2279,1764,1529,1436,1635,1706,1870,1931,1343,1021,699,391,128,32,3
